node #3: {'weights': [-0.8987499625635684, -4.302195480118808, -1.646208818727654, 2.555951559923653, 3.407693051836155, 4.299334413625441, 3.5077690267847212, -2.6505343904443093, 1.12700374322615, -0.8704826596082131], 'output': 0.010298489212057492, 'delta': -0.00010496663381881782}
node #4: {'weights': [0.09508990358779443, 4.891164891398051, 0.2351132960097894, 0.8027923208987583, 1.1410349929905081, 0.7929084447246101, 2.387237747516715, -2.1007190284301305, -0.7260924503695624, -2.9861025363353293], 'output': 0.03770547017993427, 'delta': -0.0013680965209693556}
node #5: {'weights': [-0.18499372143101894, -0.09095772889430909, -0.5916616587629752, 4.750975838204933, 5.253691274712854, 0.2608851793406263, -2.2929599744790976, 4.613403109539264, -1.4238288355140212, -0.5993698158656735], 'output': 0.01002390667407959, 'delta': -9.947151584889814e-05}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.100, error: 275.95170276
epoch: 100, lrate: 0.100, error: 170.50259774
epoch: 200, lrate: 0.100, error: 160.02652076
epoch: 300, lrate: 0.100, error: 154.31621856
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [3.759337271655928, 0.05904315488065863, 3.8319925294823864, -3.7296458596861184, 3.236549594979768, 1.2926057830419861, 1.199403889126193, 1.6565166976360919, -1.5361988381542206, -0.4517417036496199], 'output': 0.38183661076031, 'delta': 0.14590968748153565}, {'weights': [0.5140294103216125, -1.9302117008676838, 2.6110533209103943, 4.8888533410157216, -0.5396085600715999, -0.7389270705838352, 0.9663212865059245, -1.4790686556925723, 1.6748795012852644, -0.5105899910856213], 'output': 0.4374699985088167, 'delta': -0.10765699145772907}, {'weights': [-0.8449303080596557, 1.0442920983097193, 1.5449650907920534, -1.1029269960163162, 0.7385378790798374, 0.6690659869921717, 1.4453622308928773, 0.8943020977352757, -0.20564942616237475, -1.6519705234291182], 'output': 0.09529837138994507, 'delta': -0.008216300785366873}, {'weights': [-0.8701100615987433, -3.252981491730291, -1.3142312062433084, 2.0739054566670956, 2.5838514994349153, 3.0517998479097996, 3.180003962049999, -2.0506723663913737, 0.9722896805541436, -1.054971145746884], 'output': 0.018017341958292757, 'delta': -0.0003187757386132307}, {'weights': [0.11644375728916, 3.9264603036736743, -0.06518635989916095, 0.2194562204023775, 0.8859937572734646, 0.8813894762902176, 1.6368097273241362, -1.1211546707908113, -0.2838173453600257, -2.085247571434382], 'output': 0.037135204604074615, 'delta': -0.0013278131040943405}, {'weights': [-0.4832760071749309, 0.408864764770029, -0.5517557189851143, 4.02072341593508, 4.17408951938209, 0.2723174457137378, -1.4770291034097656, 3.9658256484614105, -1.1189572570301898, -0.31533727980209053], 'output': 0.016121444818216136, 'delta': -0.0002557110036707214}]
node #0: {'weights': [3.759337271655928, 0.05904315488065863, 3.8319925294823864, -3.7296458596861184, 3.236549594979768, 1.2926057830419861, 1.199403889126193, 1.6565166976360919, -1.5361988381542206, -0.4517417036496199], 'output': 0.38183661076031, 'delta': 0.14590968748153565}
node #1: {'weights': [0.5140294103216125, -1.9302117008676838, 2.6110533209103943, 4.8888533410157216, -0.5396085600715999, -0.7389270705838352, 0.9663212865059245, -1.4790686556925723, 1.6748795012852644, -0.5105899910856213], 'output': 0.4374699985088167, 'delta': -0.10765699145772907}
node #2: {'weights': [-0.8449303080596557, 1.0442920983097193, 1.5449650907920534, -1.1029269960163162, 0.7385378790798374, 0.6690659869921717, 1.4453622308928773, 0.8943020977352757, -0.20564942616237475, -1.6519705234291182], 'output': 0.09529837138994507, 'delta': -0.008216300785366873}
node #3: {'weights': [-0.8701100615987433, -3.252981491730291, -1.3142312062433084, 2.0739054566670956, 2.5838514994349153, 3.0517998479097996, 3.180003962049999, -2.0506723663913737, 0.9722896805541436, -1.054971145746884], 'output': 0.018017341958292757, 'delta': -0.0003187757386132307}
node #4: {'weights': [0.11644375728916, 3.9264603036736743, -0.06518635989916095, 0.2194562204023775, 0.8859937572734646, 0.8813894762902176, 1.6368097273241362, -1.1211546707908113, -0.2838173453600257, -2.085247571434382], 'output': 0.037135204604074615, 'delta': -0.0013278131040943405}
node #5: {'weights': [-0.4832760071749309, 0.408864764770029, -0.5517557189851143, 4.02072341593508, 4.17408951938209, 0.2723174457137378, -1.4770291034097656, 3.9658256484614105, -1.1189572570301898, -0.31533727980209053], 'output': 0.016121444818216136, 'delta': -0.0002557110036707214}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
The tuned model looks like: l_rate: 0.5; n_epoch: 500, n_hidden: []
The model has a loss of 40.909090909090914
epoch: 0, lrate: 0.500, error: 234.23563650
epoch: 100, lrate: 0.500, error: 154.27268919
epoch: 200, lrate: 0.500, error: 138.18228589
epoch: 300, lrate: 0.500, error: 132.38674749
epoch: 400, lrate: 0.500, error: 127.82131426
epoch: 500, lrate: 0.500, error: 124.03703008
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [12.674395613786023, 2.4893328899016165, 5.838707295236746, -5.330887473135512, 6.287639042067669, 3.8865742916980883, -0.524192311876331, 1.335604626603883, -4.805247892940898, 0.41381552425713264], 'output': 0.44755343379604173, 'delta': 0.1365920586538607}, {'weights': [0.5123222046497109, -4.608967039423579, 5.536214281044003, 10.65395450487232, -0.9462121203970222, -2.7335325606444285, 0.06576881838456033, -1.8074093993359428, 2.584785092023386, -2.123533603690754], 'output': 0.5950302923326661, 'delta': -0.14338399942629254}, {'weights': [-9.620008243193878, -0.2823749514123392, 2.667140927111225, -2.1006328124434153, -2.165240722781318, -0.5616009631563289, 8.576398510536658, 1.2732856867101434, -2.780531700227192, -6.65162319282372], 'output': 0.0812279425251123, 'delta': -0.006062038416553645}, {'weights': [-5.169019757392641, -8.93316269582317, -4.040000120918167, 2.907589181575421, 2.2897026969224554, 9.737063285530244, 4.926658049042057, -5.606298452071044, 1.508124522579765, -1.9775318181040846], 'output': 0.0012796888392579517, 'delta': -1.6355079023668806e-06}, {'weights': [0.08033184902206213, 9.43681848350809, 3.3161714394697817, 4.866398076177356, 5.239853713626531, -2.3626337614400135, 8.714920869920839, -8.229480365759112, -2.175964096907679, -9.743362203628664], 'output': 0.035651924611436965, 'delta': -0.0012257440028824841}, {'weights': [0.5808090795379292, -0.4846162891644166, -0.35117657663226126, 8.022900001685814, 9.520535248285993, 0.8826827160118377, -4.233002595137592, 7.682060752949818, -2.3467948704240835, -0.15264035493410769], 'output': 0.0009503439291655556, 'delta': -9.022952771764513e-07}]
node #0: {'weights': [12.674395613786023, 2.4893328899016165, 5.838707295236746, -5.330887473135512, 6.287639042067669, 3.8865742916980883, -0.524192311876331, 1.335604626603883, -4.805247892940898, 0.41381552425713264], 'output': 0.44755343379604173, 'delta': 0.1365920586538607}
node #1: {'weights': [0.5123222046497109, -4.608967039423579, 5.536214281044003, 10.65395450487232, -0.9462121203970222, -2.7335325606444285, 0.06576881838456033, -1.8074093993359428, 2.584785092023386, -2.123533603690754], 'output': 0.5950302923326661, 'delta': -0.14338399942629254}
node #2: {'weights': [-9.620008243193878, -0.2823749514123392, 2.667140927111225, -2.1006328124434153, -2.165240722781318, -0.5616009631563289, 8.576398510536658, 1.2732856867101434, -2.780531700227192, -6.65162319282372], 'output': 0.0812279425251123, 'delta': -0.006062038416553645}
node #3: {'weights': [-5.169019757392641, -8.93316269582317, -4.040000120918167, 2.907589181575421, 2.2897026969224554, 9.737063285530244, 4.926658049042057, -5.606298452071044, 1.508124522579765, -1.9775318181040846], 'output': 0.0012796888392579517, 'delta': -1.6355079023668806e-06}
node #4: {'weights': [0.08033184902206213, 9.43681848350809, 3.3161714394697817, 4.866398076177356, 5.239853713626531, -2.3626337614400135, 8.714920869920839, -8.229480365759112, -2.175964096907679, -9.743362203628664], 'output': 0.035651924611436965, 'delta': -0.0012257440028824841}
node #5: {'weights': [0.5808090795379292, -0.4846162891644166, -0.35117657663226126, 8.022900001685814, 9.520535248285993, 0.8826827160118377, -4.233002595137592, 7.682060752949818, -2.3467948704240835, -0.15264035493410769], 'output': 0.0009503439291655556, 'delta': -9.022952771764513e-07}
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 2.0
predicted: 7.0; actual: 7.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 6.0
predicted: 2.0; actual: 1.0
predicted: 6.0; actual: 6.0
predicted: 2.0; actual: 5.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 3.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 7.0; actual: 7.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 3.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 1.0
predicted: 5.0; actual: 5.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 7.0; actual: 7.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 7.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 7.0; actual: 7.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
l_rate: 10; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 10.000, error: 161.42785678
epoch: 100, lrate: 10.000, error: 108.12257250
epoch: 200, lrate: 10.000, error: 101.82815787
epoch: 300, lrate: 10.000, error: 98.99105765
epoch: 400, lrate: 10.000, error: 102.43100894
epoch: 500, lrate: 10.000, error: 97.19011286
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [53.05220875403307, 8.59630016506112, 58.687413284273, -41.72748397195976, 12.351286595476822, 25.977497016223033, 24.798142473303436, 6.247011351674081, -51.16863243354729, -31.448472773852423], 'output': 0.9339004440092441, 'delta': 0.004080352341044869}, {'weights': [7.100771987158854, -24.17127811265779, 3.375353899796237, 49.77315767205343, -56.30560499093773, -22.89628311726236, 40.30138727950315, -11.892565846370232, 35.91701478232435, -4.2488238526629], 'output': 2.914392331386548e-17, 'delta': -8.493682661244717e-34}, {'weights': [4.682726829464682, 10.065053052089, 8.277446899997107, -19.535889791196894, 8.084807193201264, -8.153010967441988, 1.4583582683721907, 16.85201043421378, 13.697014484719073, -4.750261350017125], 'output': 7.989609336178343e-11, 'delta': -6.383385733964807e-21}, {'weights': [-2.35895951108543, -1.617914493367622, -7.246203002050633, 5.454023183272053, 3.4416910682063073, 7.126969790454712, 1.9477915287512149, -4.99351407522149, 14.39695161238754, -2.876796686312197], 'output': 8.866691362423612e-11, 'delta': -7.861821570950666e-21}, {'weights': [4.542179632313919, 41.56335356471072, 14.915908545893476, 17.330163591985066, 39.025875413292844, -23.09287070317775, 38.84067994922422, -46.094304457643794, -3.828615155755202, -55.95781715275071], 'output': 1.3347419645718098e-06, 'delta': -1.7815337340980042e-12}, {'weights': [-0.13053885325454423, 8.921099292380937, -4.644542557813108, 1.5137715907033593, 11.714295468905986, 2.085327636508156, -13.022300967618932, 14.376732420413154, -2.1636053148426937, 2.1589503193421833], 'output': 1.535991913600402e-05, 'delta': -2.3592349204316076e-10}]
node #0: {'weights': [53.05220875403307, 8.59630016506112, 58.687413284273, -41.72748397195976, 12.351286595476822, 25.977497016223033, 24.798142473303436, 6.247011351674081, -51.16863243354729, -31.448472773852423], 'output': 0.9339004440092441, 'delta': 0.004080352341044869}
node #1: {'weights': [7.100771987158854, -24.17127811265779, 3.375353899796237, 49.77315767205343, -56.30560499093773, -22.89628311726236, 40.30138727950315, -11.892565846370232, 35.91701478232435, -4.2488238526629], 'output': 2.914392331386548e-17, 'delta': -8.493682661244717e-34}
node #2: {'weights': [4.682726829464682, 10.065053052089, 8.277446899997107, -19.535889791196894, 8.084807193201264, -8.153010967441988, 1.4583582683721907, 16.85201043421378, 13.697014484719073, -4.750261350017125], 'output': 7.989609336178343e-11, 'delta': -6.383385733964807e-21}
node #3: {'weights': [-2.35895951108543, -1.617914493367622, -7.246203002050633, 5.454023183272053, 3.4416910682063073, 7.126969790454712, 1.9477915287512149, -4.99351407522149, 14.39695161238754, -2.876796686312197], 'output': 8.866691362423612e-11, 'delta': -7.861821570950666e-21}
node #4: {'weights': [4.542179632313919, 41.56335356471072, 14.915908545893476, 17.330163591985066, 39.025875413292844, -23.09287070317775, 38.84067994922422, -46.094304457643794, -3.828615155755202, -55.95781715275071], 'output': 1.3347419645718098e-06, 'delta': -1.7815337340980042e-12}
node #5: {'weights': [-0.13053885325454423, 8.921099292380937, -4.644542557813108, 1.5137715907033593, 11.714295468905986, 2.085327636508156, -13.022300967618932, 14.376732420413154, -2.1636053148426937, 2.1589503193421833], 'output': 1.535991913600402e-05, 'delta': -2.3592349204316076e-10}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 5.0; actual: 1.0
predicted: 7.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 10; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 10.000, error: 160.09349330
epoch: 100, lrate: 10.000, error: 114.22407058
epoch: 200, lrate: 10.000, error: 108.27910296
epoch: 300, lrate: 10.000, error: 102.82394650
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [73.30211389051077, 6.954547348833733, 55.12990201481787, -30.377644889015542, 27.62060937478802, 21.131827093884272, 8.441905350619102, -1.955736589180418, -26.57479441351999, -10.592390069808642], 'output': 0.2710200558607735, 'delta': 0.1440232445976603}, {'weights': [10.354668317769097, -1.4892287634294716, 2.653799601681006, 13.628220580498994, -15.650450051778344, -0.8327968446871613, 17.11219275402959, -4.778007002642237, 0.30840020724624845, -7.313217340515383], 'output': 7.71424046994589e-08, 'delta': -5.950950143744459e-15}, {'weights': [4.286730550341493, 10.666426281571864, 7.721909503825196, -18.22286111194923, 6.881509848131024, -7.8033056966091365, 2.035730389478254, 15.487381534599558, 13.54233244546251, -4.37964962961956], 'output': 1.520410429204658e-10, 'delta': -2.311647872882827e-20}, {'weights': [-2.0713144913799835, -1.728464868994258, -6.872621208792382, 5.352426121917704, 3.369642181085373, 6.900239127260295, 1.7843728921617552, -4.452045270519195, 13.849006178937834, -2.3604093954794725], 'output': 2.2381173792037824e-10, 'delta': -5.009169401972897e-20}, {'weights': [3.589317286414451, 34.8083894473272, 10.001948899503203, 14.109557409598954, 22.7564063495171, -8.831752715396563, 23.83606196321768, -36.86244356961527, -4.517972793245965, -39.129044542046856], 'output': 4.743772665466386e-05, 'delta': -2.2502311592479433e-09}, {'weights': [-0.6619708288297028, 8.21105254449392, -4.555484943320812, 1.056222623998337, 10.680899206018955, 1.7305633242682428, -12.438266378117872, 13.49410830426242, -1.2851311659591778, 2.177035035006678], 'output': 2.8636833507393745e-05, 'delta': -8.200447491727266e-10}]
node #0: {'weights': [73.30211389051077, 6.954547348833733, 55.12990201481787, -30.377644889015542, 27.62060937478802, 21.131827093884272, 8.441905350619102, -1.955736589180418, -26.57479441351999, -10.592390069808642], 'output': 0.2710200558607735, 'delta': 0.1440232445976603}
