layer 0: [{'weights': [4.185318569041514, -1.667236025128931, 0.6481818410122814, -1.115386555090365, -4.602199653546618, -0.09041705977802639, 6.325138993951569, -7.481898646454583, 2.2947617838136254, 1.6818301570184486], 'output': 0.9847876543071485, 'delta': 0.007239962467314087}, {'weights': [-9.751501303614658, -1.7310166963838518, 13.135021519227355, 17.760958012128476, -1.5868712595527188, 3.3085535443295084, -14.8288269768433, 0.4703231805003393, 6.695243432017277, -2.233462676934357], 'output': 0.9881236327199875, 'delta': -0.0002377758511868908}, {'weights': [9.58222820746904, -3.0756274675409685, -9.313060430158178, 7.2823926253570415, -1.623133165834809, 0.9801034822127472, 0.7926463362265762, -0.7243594296432997, -5.274938932595833, 1.9524195272321005], 'output': 0.00019888832956246094, 'delta': -0.00013244121572681175}, {'weights': [-2.5191225560467174, 0.7663462562588891, 2.7960020243802526, -0.6102076168617129, -1.1865199568409284, 1.5733631113793776, -0.006826525104283917, 0.012043225666193914, 7.877039816586278, 0.21823805861877288], 'output': 0.21319280800174137, 'delta': 0.02818182329913598}, {'weights': [0.8931604611686723, -8.259669667084488, -0.23602790622214845, 2.5220804130902192, -2.3536342344036023, 11.534120213428844, -0.7735278661644334, -6.918128267186405, -3.3821492830910653, -0.3145385064666169], 'output': 0.33600885673607567, 'delta': 0.0933082896515519}, {'weights': [0.2993370926977557, -1.675137057108724, -1.5878824633302386, 0.821478359210097, -2.714599242960908, 3.09610435225839, 0.430447563682636, -2.0134874929705724, 0.8802670361081864, 1.5573878659240319], 'output': 0.27736634082853995, 'delta': 0.06226514037580363}, {'weights': [7.049897330809348, 1.2716473808618403, 1.6848500559485389, -6.11858045250482, -10.884796469807654, 2.5031480367487013, 3.6568264287115304, -2.812904861719713, 8.45078255845722, 2.8478520425032885], 'output': 0.030518774172575237, 'delta': 0.015971974442836902}, {'weights': [-8.474306312859037, 3.7255177813860256, 1.549487598276192, 7.2395307429491496, -8.833292947740151, 1.5058250540444884, -4.805627446517617, 0.5360820556584733, 3.6749136492449193, 1.814573334155428], 'output': 0.36379712889744636, 'delta': 0.08303613554789202}, {'weights': [-0.9748939464861852, 0.29967207620539965, 1.2017848136805216, 1.065840487011065, 1.770530941576176, 1.1582851832491612, -2.0343064222825205, 0.8953819692828862, 3.1608493615077906, 1.079232150107433], 'output': 0.5254896276417963, 'delta': -0.008346730070510736}]
node #0: {'weights': [4.185318569041514, -1.667236025128931, 0.6481818410122814, -1.115386555090365, -4.602199653546618, -0.09041705977802639, 6.325138993951569, -7.481898646454583, 2.2947617838136254, 1.6818301570184486], 'output': 0.9847876543071485, 'delta': 0.007239962467314087}
node #1: {'weights': [-9.751501303614658, -1.7310166963838518, 13.135021519227355, 17.760958012128476, -1.5868712595527188, 3.3085535443295084, -14.8288269768433, 0.4703231805003393, 6.695243432017277, -2.233462676934357], 'output': 0.9881236327199875, 'delta': -0.0002377758511868908}
node #2: {'weights': [9.58222820746904, -3.0756274675409685, -9.313060430158178, 7.2823926253570415, -1.623133165834809, 0.9801034822127472, 0.7926463362265762, -0.7243594296432997, -5.274938932595833, 1.9524195272321005], 'output': 0.00019888832956246094, 'delta': -0.00013244121572681175}
node #3: {'weights': [-2.5191225560467174, 0.7663462562588891, 2.7960020243802526, -0.6102076168617129, -1.1865199568409284, 1.5733631113793776, -0.006826525104283917, 0.012043225666193914, 7.877039816586278, 0.21823805861877288], 'output': 0.21319280800174137, 'delta': 0.02818182329913598}
node #4: {'weights': [0.8931604611686723, -8.259669667084488, -0.23602790622214845, 2.5220804130902192, -2.3536342344036023, 11.534120213428844, -0.7735278661644334, -6.918128267186405, -3.3821492830910653, -0.3145385064666169], 'output': 0.33600885673607567, 'delta': 0.0933082896515519}
node #5: {'weights': [0.2993370926977557, -1.675137057108724, -1.5878824633302386, 0.821478359210097, -2.714599242960908, 3.09610435225839, 0.430447563682636, -2.0134874929705724, 0.8802670361081864, 1.5573878659240319], 'output': 0.27736634082853995, 'delta': 0.06226514037580363}
node #6: {'weights': [7.049897330809348, 1.2716473808618403, 1.6848500559485389, -6.11858045250482, -10.884796469807654, 2.5031480367487013, 3.6568264287115304, -2.812904861719713, 8.45078255845722, 2.8478520425032885], 'output': 0.030518774172575237, 'delta': 0.015971974442836902}
node #7: {'weights': [-8.474306312859037, 3.7255177813860256, 1.549487598276192, 7.2395307429491496, -8.833292947740151, 1.5058250540444884, -4.805627446517617, 0.5360820556584733, 3.6749136492449193, 1.814573334155428], 'output': 0.36379712889744636, 'delta': 0.08303613554789202}
node #8: {'weights': [-0.9748939464861852, 0.29967207620539965, 1.2017848136805216, 1.065840487011065, 1.770530941576176, 1.1582851832491612, -2.0343064222825205, 0.8953819692828862, 3.1608493615077906, 1.079232150107433], 'output': 0.5254896276417963, 'delta': -0.008346730070510736}
layer 1: [{'weights': [-7.022771735549575, 4.997519944357156, 9.173098972169006, -3.098759547210581, 6.6784799315992, 1.02610649771003, 9.680400689532792, 0.7454957235690661, -0.14327017836197778, -5.805426196234371], 'output': 0.004457743935277574, 'delta': -0.007446382243551302}, {'weights': [3.5296262842298005, -8.426569102434849, -8.517459643162741, -0.786725950097724, 1.4189981041539963, 1.0642093093677656, 1.4644788894638212, 4.672511027908106, -2.306063684062313, -0.772169047497737], 'output': 0.011156052255189095, 'delta': -0.0016114449736051551}, {'weights': [-6.684016733012294, 14.176508322351538, 5.507416068454097, 5.715255257795822, 1.3332328433643794, 0.8276918806470904, 6.06179995606704, 7.310061629785074, 1.7517538318085046, -4.949396386808362], 'output': 0.9997081724533896, 'delta': -0.0003570707895437387}, {'weights': [-7.277461924631209, 1.923542451595065, 7.992024165949035, 2.2421067598301447, 0.34558209507974175, 0.9959757820895888, -1.354365088528344, -0.36347064801921697, 3.5070653849325826, -1.9766041820307902], 'output': 0.008878552607637358, 'delta': 0.007719595257684308}, {'weights': [5.423878703605003, -0.024642127332287933, -7.360105443684658, 1.4178420694137757, 5.148060340195031, 3.440890340222907, 6.875739229006529, 4.153823146205377, -0.6852372911645175, -7.161631610470446], 'output': 0.9119395334673454, 'delta': 0.09119254218687255}]
node #0: {'weights': [-7.022771735549575, 4.997519944357156, 9.173098972169006, -3.098759547210581, 6.6784799315992, 1.02610649771003, 9.680400689532792, 0.7454957235690661, -0.14327017836197778, -5.805426196234371], 'output': 0.004457743935277574, 'delta': -0.007446382243551302}
node #1: {'weights': [3.5296262842298005, -8.426569102434849, -8.517459643162741, -0.786725950097724, 1.4189981041539963, 1.0642093093677656, 1.4644788894638212, 4.672511027908106, -2.306063684062313, -0.772169047497737], 'output': 0.011156052255189095, 'delta': -0.0016114449736051551}
node #2: {'weights': [-6.684016733012294, 14.176508322351538, 5.507416068454097, 5.715255257795822, 1.3332328433643794, 0.8276918806470904, 6.06179995606704, 7.310061629785074, 1.7517538318085046, -4.949396386808362], 'output': 0.9997081724533896, 'delta': -0.0003570707895437387}
node #3: {'weights': [-7.277461924631209, 1.923542451595065, 7.992024165949035, 2.2421067598301447, 0.34558209507974175, 0.9959757820895888, -1.354365088528344, -0.36347064801921697, 3.5070653849325826, -1.9766041820307902], 'output': 0.008878552607637358, 'delta': 0.007719595257684308}
node #4: {'weights': [5.423878703605003, -0.024642127332287933, -7.360105443684658, 1.4178420694137757, 5.148060340195031, 3.440890340222907, 6.875739229006529, 4.153823146205377, -0.6852372911645175, -7.161631610470446], 'output': 0.9119395334673454, 'delta': 0.09119254218687255}
output layer: [{'weights': [-6.116573269425292, -3.226930740781103, -5.618954844182243, -3.761384268322532, 9.030751615955689, -3.067172086052001], 'output': 0.3197095443536838, 'delta': 0.1479600118428543}, {'weights': [5.730558000068336, -2.4871306503207915, 2.71000732004552, -10.550890127414853, 1.3686193611214195, -2.830186512130393], 'output': 0.7726586652748288, 'delta': -0.135723098069753}, {'weights': [-5.526091004843669, 6.669901613405347, 5.0910748786224325, -2.2458164773672995, -3.879616504915279, -5.046612172093191], 'output': 0.030357100324891816, 'delta': -0.0008935778468628929}, {'weights': [8.078643209488614, -3.5482048438963716, -6.63124922490349, -2.3698182568703445, -6.316394152592746, -3.105808547247665], 'output': 1.8188262027207764e-07, 'delta': -3.308128154012552e-14}, {'weights': [-6.163551579535412, -4.346178032973091, -4.205471734140761, -0.8114491736758458, -9.457638853741852, 4.125638002157155], 'output': 0.00015274813517357277, 'delta': -2.332842888061413e-08}, {'weights': [-1.9818868090068305, -0.839176528313728, 5.588240815288854, 6.4256149895063, -7.283561446961743, -4.990308670204869], 'output': 0.0024554071690763225, 'delta': -6.014220656300707e-06}]
node #0: {'weights': [-6.116573269425292, -3.226930740781103, -5.618954844182243, -3.761384268322532, 9.030751615955689, -3.067172086052001], 'output': 0.3197095443536838, 'delta': 0.1479600118428543}
node #1: {'weights': [5.730558000068336, -2.4871306503207915, 2.71000732004552, -10.550890127414853, 1.3686193611214195, -2.830186512130393], 'output': 0.7726586652748288, 'delta': -0.135723098069753}
node #2: {'weights': [-5.526091004843669, 6.669901613405347, 5.0910748786224325, -2.2458164773672995, -3.879616504915279, -5.046612172093191], 'output': 0.030357100324891816, 'delta': -0.0008935778468628929}
node #3: {'weights': [8.078643209488614, -3.5482048438963716, -6.63124922490349, -2.3698182568703445, -6.316394152592746, -3.105808547247665], 'output': 1.8188262027207764e-07, 'delta': -3.308128154012552e-14}
node #4: {'weights': [-6.163551579535412, -4.346178032973091, -4.205471734140761, -0.8114491736758458, -9.457638853741852, 4.125638002157155], 'output': 0.00015274813517357277, 'delta': -2.332842888061413e-08}
node #5: {'weights': [-1.9818868090068305, -0.839176528313728, 5.588240815288854, 6.4256149895063, -7.283561446961743, -4.990308670204869], 'output': 0.0024554071690763225, 'delta': -6.014220656300707e-06}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 3.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 3.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 500, n_hidden: [9, 9]
epoch: 0, lrate: 0.500, error: 309.21559206
epoch: 100, lrate: 0.500, error: 133.55680212
epoch: 200, lrate: 0.500, error: 104.12791737
epoch: 300, lrate: 0.500, error: 86.75849390
epoch: 400, lrate: 0.500, error: 75.96513106
epoch: 500, lrate: 0.500, error: 71.32047778
the trained network:
there are a total of 2 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 9 nodes in the 2nd hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [0.3739366442090744, -2.0857824428059177, -4.579610755853619, 2.8368957087501663, 0.14608554492608114, 3.739602890452469, -4.621208229320349, 6.155825608965776, 1.8733510673849485, 4.707681714145191], 'output': 0.0019347505065643927, 'delta': -0.0005724119287093327}, {'weights': [0.5400255168803587, -13.802100690181616, 3.4913795671666468, 12.778182428017509, -4.042633851626454, 0.30810126296267404, 6.272810976625785, -2.5754468193759794, 3.6325298298549233, -0.5929695089273402], 'output': 0.11820300473278594, 'delta': 0.3192051932478919}, {'weights': [4.114596333576809, 3.9777419453096585, -0.8180429560312281, -2.1547229673213524, -5.551664388829633, -2.2743474994557897, 1.3059955400143008, 0.6221887440432459, 5.751579760500201, 2.239010267965055], 'output': 0.048858179259278614, 'delta': -0.06724769784014475}, {'weights': [0.5276720341379999, 3.771707186395427, 2.5383497243627464, 8.301507420456, -9.895151296926727, 3.6376031707191987, -5.809310125963, 0.17270816562765612, -5.536704560921122, 1.5642680865504555], 'output': 0.09023339670604255, 'delta': -0.14973992254282706}, {'weights': [1.386184996854442, -4.6321223239039755, 1.33296116387279, 5.6348549530631304, -0.4892395660766664, 1.5519374008804994, 0.08195047171004172, -0.30539562434246187, -0.7816634807777926, 1.6933537674166166], 'output': 0.528007001409287, 'delta': 0.18565697927824829}, {'weights': [4.088466988088967, 0.4865174337731139, -0.2590612838789747, -0.38038115234951214, -3.056197265888166, 1.1328082584415449, 4.085336224150012, 0.851703963007585, -0.39663054796383157, -0.6825895592235892], 'output': 0.001074886312181181, 'delta': 0.0008670699093864791}, {'weights': [8.463317741669218, 0.18804018303127842, -8.496764177633503, 9.017796530035346, 0.6486996008020737, -0.7254330340323053, -1.026635332245687, -0.5751580697065855, -4.441169718437011, 1.8332998692185505], 'output': 0.0007280967491797959, 'delta': -0.0004020758832334036}, {'weights': [3.863672595970325, -0.5250464826067335, -1.3538762542762282, -0.09902025129177286, -2.4163523540640943, 1.825235531372264, 3.6768254365866415, 0.4031068292087193, -0.46222363060950333, -0.4315561842868193], 'output': 0.0012901814019349962, 'delta': 0.0013331358435588055}, {'weights': [-14.989871799641449, 0.9353841468596619, 16.78192611651239, 10.57653175091188, -2.7588917691174566, 1.227651649258389, -9.684010737696072, 2.934261804015063, 9.207971318440517, -3.636483476080288], 'output': 0.994377910366903, 'delta': -0.00641211697177935}]
node #0: {'weights': [0.3739366442090744, -2.0857824428059177, -4.579610755853619, 2.8368957087501663, 0.14608554492608114, 3.739602890452469, -4.621208229320349, 6.155825608965776, 1.8733510673849485, 4.707681714145191], 'output': 0.0019347505065643927, 'delta': -0.0005724119287093327}
node #1: {'weights': [0.5400255168803587, -13.802100690181616, 3.4913795671666468, 12.778182428017509, -4.042633851626454, 0.30810126296267404, 6.272810976625785, -2.5754468193759794, 3.6325298298549233, -0.5929695089273402], 'output': 0.11820300473278594, 'delta': 0.3192051932478919}
node #2: {'weights': [4.114596333576809, 3.9777419453096585, -0.8180429560312281, -2.1547229673213524, -5.551664388829633, -2.2743474994557897, 1.3059955400143008, 0.6221887440432459, 5.751579760500201, 2.239010267965055], 'output': 0.048858179259278614, 'delta': -0.06724769784014475}
node #3: {'weights': [0.5276720341379999, 3.771707186395427, 2.5383497243627464, 8.301507420456, -9.895151296926727, 3.6376031707191987, -5.809310125963, 0.17270816562765612, -5.536704560921122, 1.5642680865504555], 'output': 0.09023339670604255, 'delta': -0.14973992254282706}
node #4: {'weights': [1.386184996854442, -4.6321223239039755, 1.33296116387279, 5.6348549530631304, -0.4892395660766664, 1.5519374008804994, 0.08195047171004172, -0.30539562434246187, -0.7816634807777926, 1.6933537674166166], 'output': 0.528007001409287, 'delta': 0.18565697927824829}
node #5: {'weights': [4.088466988088967, 0.4865174337731139, -0.2590612838789747, -0.38038115234951214, -3.056197265888166, 1.1328082584415449, 4.085336224150012, 0.851703963007585, -0.39663054796383157, -0.6825895592235892], 'output': 0.001074886312181181, 'delta': 0.0008670699093864791}
node #6: {'weights': [8.463317741669218, 0.18804018303127842, -8.496764177633503, 9.017796530035346, 0.6486996008020737, -0.7254330340323053, -1.026635332245687, -0.5751580697065855, -4.441169718437011, 1.8332998692185505], 'output': 0.0007280967491797959, 'delta': -0.0004020758832334036}
node #7: {'weights': [3.863672595970325, -0.5250464826067335, -1.3538762542762282, -0.09902025129177286, -2.4163523540640943, 1.825235531372264, 3.6768254365866415, 0.4031068292087193, -0.46222363060950333, -0.4315561842868193], 'output': 0.0012901814019349962, 'delta': 0.0013331358435588055}
node #8: {'weights': [-14.989871799641449, 0.9353841468596619, 16.78192611651239, 10.57653175091188, -2.7588917691174566, 1.227651649258389, -9.684010737696072, 2.934261804015063, 9.207971318440517, -3.636483476080288], 'output': 0.994377910366903, 'delta': -0.00641211697177935}
layer 1: [{'weights': [3.8165619141858493, 8.329194793681516, 1.9115819593531973, -2.397078460293048, 4.108377310952341, 1.5749406453811208, 6.628230347876096, 2.2454884213509616, 0.3278944640727986, -7.934097698273722], 'output': 0.010588384029077464, 'delta': -0.020074302833296403}, {'weights': [6.14081846361636, -0.1476450376020518, 4.078980113183834, -1.7878903096716494, -0.7625294692815515, 0.06869798163319416, 1.352235597043298, 0.42227538206810716, 1.8026457546720152, -4.668118517270318], 'output': 0.038008643107790265, 'delta': -0.011378461272372213}, {'weights': [-1.8923079084932375, 12.64489654061178, -4.110668159468133, -5.699575613990382, 3.9290337376404967, 3.0699005524419505, 0.3830495935776789, 3.858012562897217, -1.9686944683217322, -1.3785713810826867], 'output': 0.29670124682778576, 'delta': 0.3366745690807617}, {'weights': [1.7949448575484888, -1.4995980273434444, 3.284736717252031, 1.4366714274788717, 2.8859994826988866, 1.7100549674672123, -0.24148991453749116, 0.37809216464975687, -5.828807206527796, -2.494601587950413], 'output': 0.0012941205266665749, 'delta': 0.00026706752982995574}, {'weights': [-3.328641589996669, 1.9646119826322073, 2.578772840612073, -0.7722921993934627, 1.0683806312439463, 3.236045522788941, 0.11302680559289513, 2.9094028519058988, 2.944899166903293, -5.207171845480236], 'output': 0.2046686934653863, 'delta': -0.059287111357885725}, {'weights': [2.1741993778963766, 3.2531849949189504, -1.5851579311433932, 0.5107722549689425, 0.23163686528762287, 0.8234341998418052, 11.207999494173665, 1.4420724579552848, 9.680101692513228, -7.009243605880466], 'output': 0.9593254289071983, 'delta': -0.046766091080621575}, {'weights': [-7.502168513376417, 2.0233786764229644, 5.003235418796215, 5.134817173350974, 3.0120415791954356, 4.421887258148572, -7.691758019460139, 2.7044071920965465, 3.3315224331653663, -2.1825057155978156], 'output': 0.9750635960253333, 'delta': -0.009101634871128536}, {'weights': [6.516435915224286, -5.057438067064262, 1.962934468644102, 1.7303470140633175, -2.237381408360806, -0.8363033704178622, -0.14060038180191162, -1.1931291203318575, 0.9937736305708924, -2.8771397830279715], 'output': 0.031504331377582455, 'delta': 0.017116125402320194}, {'weights': [1.626382348130917, -4.980617670978968, 0.8836875586283331, 0.2107475147274773, -2.530622516642034, 0.6996999264860555, -0.5370728313354068, 0.5431277076540935, 1.9482260555567998, -0.24281225910847665], 'output': 0.42239360027424716, 'delta': 0.12993019904386957}]
