options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
0   -0.134328 -0.124812  1.000000 -0.495327 -0.296429 -0.980676 -0.382900 -1.000000 -1.000000       1
50   0.057946 -0.100752  0.657016 -0.862928 -0.307143 -0.971014 -0.139405 -1.000000 -0.372549       1
49  -0.312555 -0.142857  0.492205 -0.414330 -0.189286 -0.809984 -0.353160 -1.000000 -1.000000       1
48  -0.027217 -0.254135  0.679287 -0.688474 -0.221429 -0.958132 -0.146840 -1.000000 -1.000000       1
47   0.362599 -0.019549  0.648107 -0.738318 -0.371429 -0.993559 -0.184015 -1.000000 -0.607843       1
46  -0.338016 -0.260150  0.501114 -0.445483  0.039286 -0.816425 -0.368030 -1.000000 -0.372549       1
45  -0.310799 -0.169925  0.550111 -0.339564 -0.235714 -0.822866 -0.336431 -1.000000 -1.000000       1
51  -0.287972 -0.257143  0.483296 -0.383178 -0.089286 -0.806763 -0.310409 -1.000000 -0.568627       1
44  -0.410887 -0.398496  0.527840 -0.439252  0.121429 -0.800322 -0.381041 -1.000000  0.176471       1
42  -0.417032 -0.254135  0.510022 -0.352025  0.053571 -0.809984 -0.412639 -1.000000 -1.000000       1
41  -0.438104 -0.404511  0.523385 -0.433022  0.210714 -0.809984 -0.403346 -1.000000 -1.000000       1
40  -0.404741 -0.380451  0.559020 -0.482866  0.150000 -0.793881 -0.379182 -1.000000 -1.000000       1
39  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
38  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
37  -0.401229 -0.395489  0.550111 -0.339564  0.125000 -0.793881 -0.395911 -1.000000 -1.000000       1
43  -0.038630 -0.097744  0.710468 -0.732087 -0.303571 -0.945250 -0.198885 -1.000000 -1.000000       1
36  -0.302897 -0.049624  0.572383 -0.358255 -0.285714 -0.835749 -0.377323 -0.930159 -1.000000       1
52  -0.391572 -0.187970  0.278396 -0.439252  0.082143 -0.822866 -0.330855 -1.000000 -1.000000       1
55  -0.425812 -0.482707  0.207127 -0.376947  0.389286 -0.819646 -0.325279 -1.000000 -0.058824       1
69   0.040386 -0.224060  0.594655 -0.669782 -0.221429 -0.961353 -0.118959 -1.000000 -0.882353       1
68  -0.089552 -0.281203  0.594655 -0.619938 -0.146429 -0.925926 -0.184015 -1.000000 -0.372549       1
67  -0.089552 -0.302256  0.625835 -0.638629 -0.103571 -0.938808 -0.178439 -1.000000 -0.333333       1
66  -0.089552 -0.302256  0.625835 -0.638629 -0.139286 -0.938808 -0.178439 -1.000000 -0.333333       1
65  -0.136084 -0.109774  0.599109 -0.482866 -0.232143 -0.971014 -0.262082 -1.000000 -1.000000       1
64  -0.071993 -0.172932  0.665924 -0.619938 -0.214286 -0.942029 -0.223048 -1.000000 -0.725490       1
54  -0.417910 -0.254135  0.251670 -0.376947  0.132143 -0.835749 -0.332714 -1.000000 -0.647059       1
63  -0.023705  0.034586  0.697105 -0.694704 -0.450000 -1.000000 -0.208178 -1.000000 -1.000000       1
61  -0.243196 -0.073684  0.594655 -0.358255 -0.317857 -0.961353 -0.397770 -0.561905 -1.000000       1
60  -0.306409 -0.136842  0.612472 -0.489097  0.010714 -0.954911 -0.381041 -1.000000 -1.000000       1
59  -0.438982 -0.200000  0.630290 -0.439252  0.064286 -0.816425 -0.472119 -1.000000 -0.568627       1
..        ...       ...       ...       ...       ...       ...       ...       ...       ...     ...
180 -0.838455  0.103759 -0.224944 -0.221184  0.692857 -1.000000 -0.598513 -1.000000 -1.000000       6
204 -0.559263  0.269173 -1.000000  0.233645  0.246429 -1.000000 -0.390335 -0.574603 -1.000000       7
201 -0.527656 -0.633083 -1.000000 -0.439252  0.917857 -0.130435 -0.349442 -1.000000 -1.000000       7
202 -0.649693  0.239098 -1.000000  0.327103  0.396429 -1.000000 -0.449814 -0.644444 -1.000000       7
203 -0.523266  0.224060 -1.000000  0.059190  0.178571 -1.000000 -0.470260  0.085714 -1.000000       7
205 -0.458297  0.269173 -1.000000 -0.059190  0.135714 -1.000000 -0.408922 -0.015873 -1.000000       7
200 -0.654960  0.329323 -1.000000  0.221184  0.317857 -1.000000 -0.459108 -0.600000 -1.000000       7
207 -0.371378  0.100752 -1.000000 -0.046729  0.089286 -0.545894 -0.806691  0.828571 -1.000000       7
208 -0.539069  0.094737 -1.000000  0.526480  0.085714 -1.000000 -0.252788 -0.657143 -1.000000       7
209 -0.553995  0.025564 -1.000000  0.613707  0.000000 -0.974235 -0.302974 -0.326984 -1.000000       7
210 -0.499561  0.260150 -1.000000  0.059190  0.160714 -1.000000 -0.447955  0.009524 -1.000000       7
211 -0.165935  0.091729 -1.000000  0.077882  0.289286 -1.000000 -0.440520  0.041270 -1.000000       7
206 -0.534680  0.266165 -1.000000 -0.015576  0.178571 -1.000000 -0.397770 -0.123810 -1.000000       7
199 -0.566286  0.287218 -1.000000  0.383178  0.157143 -0.983897 -0.368030 -0.663492 -1.000000       7
212 -0.529412  0.097744 -1.000000  0.028037  0.357143 -1.000000 -0.433086 -0.003175 -1.000000       7
197 -0.462687  0.193985 -1.000000  0.277259  0.239286 -1.000000 -0.345725 -0.580952 -1.000000       7
196 -0.612818 -0.055639 -1.000000  0.401869  0.221429 -0.954911 -0.260223 -0.485714 -0.960784       7
195 -0.622476  0.025564 -1.000000  0.489097  0.278571 -0.974235 -0.323420 -0.612698 -0.803922       7
194 -0.501317  0.151880 -1.000000  0.052960  0.242857 -1.000000 -0.425651 -0.003175 -0.725490       7
193 -0.469710  0.209023 -1.000000  0.065421  0.146429 -1.000000 -0.423792  0.009524 -0.686275       7
192 -0.553995  0.043609 -1.000000  0.557632  0.303571 -0.987118 -0.328996 -0.746032 -0.647059       7
191 -0.572432  0.239098 -1.000000  0.302181  0.239286 -1.000000 -0.381041 -0.593651 -0.647059       7
190 -0.562774 -0.052632 -0.207127 -0.065421  0.175000 -1.000000 -0.397770 -0.517460 -1.000000       7
189  0.097454  0.521805 -0.184855 -0.364486 -0.778571 -0.900161 -0.408922  0.066667 -1.000000       7
188 -0.006146  0.242105 -0.020045  0.102804 -0.839286 -0.755233 -0.195167 -1.000000 -1.000000       7
187  0.053556 -0.184962  0.487751 -0.414330 -0.082143 -0.806763 -0.368030 -1.000000 -1.000000       7
186 -0.365233  0.079699  0.452116  0.202492 -0.485714 -0.529791 -0.933086  0.034921 -1.000000       7
185 -0.985953 -0.109774  0.425390 -0.052960  0.071429 -0.433172 -1.000000 -0.244444 -1.000000       7
198 -0.634767  0.097744 -1.000000  0.476636  0.175000 -0.987118 -0.321561 -0.593651 -1.000000       7
213 -0.476734  0.052632 -1.000000  0.115265  0.267857 -1.000000 -0.407063  0.060317 -1.000000       7

[214 rows x 10 columns]
This is a classification set
class key: {0: 1.0, 1: 2.0, 2: 3.0, 3: 5.0, 4: 6.0, 5: 7.0}
the dataset is: 
[-0.13432835820895783, -0.12481203007518771, 1.0, -0.49532710280373826, -0.29642857142857115, -0.9806763285024155, -0.3828996282527881, -1.0, -1.0, 0]
node #0: {'weights': [-9.894515980912505, 9.388211530695928, -4.571453495632284, -0.8445172813297988, -2.5239074454679225, -6.637071560269284], 'output': 0.0447706097833046, 'delta': 0.04085153332861249}
node #1: {'weights': [9.958903049215314, 14.184738242347398, 4.126269493062473, 8.947830726427364, -2.4511546436747493, -17.988564256362796], 'output': 0.9166104916194522, 'delta': -0.0700617629709225}
node #2: {'weights': [-2.6937258317023214, 3.32502962341075, -2.265260250423632, -0.9517529140822556, 0.12317671894535873, -5.6246793978119936], 'output': 0.010278094906247212, 'delta': -0.00010455346481968059}
node #3: {'weights': [10.89248432315408, -11.478023252384293, 5.064221485752079, -8.219856382861359, 13.150910114428372, -8.876891355222886], 'output': 2.332571872774462e-07, 'delta': -5.4408902725315036e-14}
node #4: {'weights': [-8.274276081882876, -11.023852444276903, -7.888162380861175, -1.862250281819736, -2.147420749382812, 5.202374494692721], 'output': 1.1334264910034649e-06, 'delta': -1.2846541544457266e-12}
node #5: {'weights': [-8.35070080578769, -12.069216803044638, 9.153742412496946, -4.741999386990741, -11.215264246509243, -6.453366165588878], 'output': 8.709349385261359e-05, 'delta': -7.584616043208085e-09}
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 10; n_epoch: 500, n_hidden: [9]
epoch: 0, lrate: 10.000, error: 221.40981404
epoch: 100, lrate: 10.000, error: 99.97430173
epoch: 200, lrate: 10.000, error: 96.36237904
epoch: 300, lrate: 10.000, error: 85.98812977
epoch: 400, lrate: 10.000, error: 83.22351300
epoch: 500, lrate: 10.000, error: 76.58159883
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [-4.557682130392657, 42.529158788669605, -27.194311171349785, 6.008467106631291, 10.075709690611195, -13.130969089178178, 0.9936499053275839, 14.548381614346017, -23.2450837687295, -11.599205605820185], 'output': 0.00033000274465208883, 'delta': -4.8784045034117886e-05}, {'weights': [-17.628391651807274, 10.957017551637232, -29.9592556950358, 26.649525849988542, 19.73119656378736, 8.42185020093216, -5.081883120349338, 2.479189127704062, -13.89179367675764, -6.461053415101796], 'output': 9.379342714639093e-07, 'delta': -1.6716255356684982e-07}, {'weights': [0.10148131596504198, 11.923799345277992, -2.860691542169183, 33.233902400329235, -12.455004489096293, -9.185802436189672, -9.200170072219516, 25.35220936580369, -3.742946441559626, 1.2539492166313118], 'output': 4.402992780260937e-13, 'delta': 1.4810261725782486e-13}, {'weights': [-65.26818040612635, -6.872994554454429, -30.193191544775843, 129.8368153225487, -50.776065533782514, -2.5695845923029026, -37.69973406819203, -12.560976198489824, 17.609720419911987, 12.316709275867158], 'output': 8.354275701378245e-10, 'delta': -1.9823858808907496e-10}, {'weights': [-16.942962968583853, -1.6285538188368207, 2.0133160640748042, 31.1034625393417, 2.773209736495054, 16.790727315588377, -12.479826097319574, 8.402343607422715, 16.08301381233497, -9.434780808772794], 'output': 3.0518707951930107e-22, 'delta': 3.852829653068311e-24}, {'weights': [-3.277307523643142, 21.8761939261398, 7.326811605045462, -4.976318361220873, -15.426859875355495, -5.725345510239343, -6.011417084323252, 13.43687706065392, 21.65917943206703, 0.6082454873460956], 'output': 9.73319376157281e-13, 'delta': -3.0486246776223834e-13}, {'weights': [-12.227360461867555, -23.59232981756427, -20.57584986833205, 40.19357531609963, 4.661363399009539, 11.435295130885383, 1.106934178419796, 3.5525407261007897, -0.4371691329119623, 2.181560178492949], 'output': 2.3180769326185516e-11, 'delta': -1.0581610875932966e-13}, {'weights': [11.261560658711327, -0.7329249586510184, -1.1431276232590744, -0.8574219458437479, -4.226772316637834, 5.397628129444089, 7.026598630976291, 6.756035415826488, 7.221942599315305, -5.720480074404189], 'output': 3.355715752697242e-14, 'delta': -1.6029099046873e-14}, {'weights': [9.100736885006276, -1.8777518533528135, -27.955776078654633, -3.239459610305186, -11.672802934374012, 1.3764000128997314, 25.72912112033264, -9.041242833614497, 2.2485099486870754, -2.9164001036612786], 'output': 8.351980104168707e-08, 'delta': -4.0748956082510104e-08}]
node #0: {'weights': [-4.557682130392657, 42.529158788669605, -27.194311171349785, 6.008467106631291, 10.075709690611195, -13.130969089178178, 0.9936499053275839, 14.548381614346017, -23.2450837687295, -11.599205605820185], 'output': 0.00033000274465208883, 'delta': -4.8784045034117886e-05}
node #1: {'weights': [-17.628391651807274, 10.957017551637232, -29.9592556950358, 26.649525849988542, 19.73119656378736, 8.42185020093216, -5.081883120349338, 2.479189127704062, -13.89179367675764, -6.461053415101796], 'output': 9.379342714639093e-07, 'delta': -1.6716255356684982e-07}
node #2: {'weights': [0.10148131596504198, 11.923799345277992, -2.860691542169183, 33.233902400329235, -12.455004489096293, -9.185802436189672, -9.200170072219516, 25.35220936580369, -3.742946441559626, 1.2539492166313118], 'output': 4.402992780260937e-13, 'delta': 1.4810261725782486e-13}
node #3: {'weights': [-65.26818040612635, -6.872994554454429, -30.193191544775843, 129.8368153225487, -50.776065533782514, -2.5695845923029026, -37.69973406819203, -12.560976198489824, 17.609720419911987, 12.316709275867158], 'output': 8.354275701378245e-10, 'delta': -1.9823858808907496e-10}
node #4: {'weights': [-16.942962968583853, -1.6285538188368207, 2.0133160640748042, 31.1034625393417, 2.773209736495054, 16.790727315588377, -12.479826097319574, 8.402343607422715, 16.08301381233497, -9.434780808772794], 'output': 3.0518707951930107e-22, 'delta': 3.852829653068311e-24}
node #5: {'weights': [-3.277307523643142, 21.8761939261398, 7.326811605045462, -4.976318361220873, -15.426859875355495, -5.725345510239343, -6.011417084323252, 13.43687706065392, 21.65917943206703, 0.6082454873460956], 'output': 9.73319376157281e-13, 'delta': -3.0486246776223834e-13}
node #6: {'weights': [-12.227360461867555, -23.59232981756427, -20.57584986833205, 40.19357531609963, 4.661363399009539, 11.435295130885383, 1.106934178419796, 3.5525407261007897, -0.4371691329119623, 2.181560178492949], 'output': 2.3180769326185516e-11, 'delta': -1.0581610875932966e-13}
node #7: {'weights': [11.261560658711327, -0.7329249586510184, -1.1431276232590744, -0.8574219458437479, -4.226772316637834, 5.397628129444089, 7.026598630976291, 6.756035415826488, 7.221942599315305, -5.720480074404189], 'output': 3.355715752697242e-14, 'delta': -1.6029099046873e-14}
node #8: {'weights': [9.100736885006276, -1.8777518533528135, -27.955776078654633, -3.239459610305186, -11.672802934374012, 1.3764000128997314, 25.72912112033264, -9.041242833614497, 2.2485099486870754, -2.9164001036612786], 'output': 8.351980104168707e-08, 'delta': -4.0748956082510104e-08}
output layer: [{'weights': [-6.465947212206038, -10.442548168233316, 1.7789033504945766, -5.485151759253646, 1.4904950733636344, -6.216787843038618, -5.4116943932233825, -3.8780821241002963, -8.022085670524676, 1.614064024362892], 'output': 0.7685779360956404, 'delta': 0.041162091880974326}, {'weights': [-5.152092242255405, -13.976920321299469, -13.606517631411913, 5.429896971952181, 3.6518910541329057, 0.6111563470361092, -11.1754522008518, 18.969909964996486, 10.52804836466123, -1.9819212646988267], 'output': 0.14003550065120957, 'delta': -0.01686385347497463}, {'weights': [-4.676019669252757, -2.369263595381569, -5.017067586615253, -11.923606789352979, -1.9149329151758951, 7.002447086990266, -4.427924080067227, -0.2785337040011901, -2.9568739859342, -2.4329647605601052], 'output': 0.0856952311657108, 'delta': -0.006714354919665055}, {'weights': [-4.539058317407469, 13.915109348770262, -15.033581985093077, 7.771131010724699, 15.852337723493928, 5.646746997482146, 8.418404344630387, -15.428772266587098, -1.4024896058980811, -19.924231305144055], 'output': 2.220094070060129e-09, 'delta': -4.92881766897371e-18}, {'weights': [16.89668485176919, 3.984813852359196, -16.140667690745797, 7.230895857670366, -4.473647647966708, -2.2070031138659263, -14.031020762659923, -3.205523671457764, -12.025810913925929, -12.831073498624962], 'output': 2.691269618275032e-06, 'delta': -7.242912665566973e-12}, {'weights': [6.379199577631991, 0.6984636747488409, 19.834011446548026, -8.944187358769142, -15.187316997506706, -7.424052525285374, 8.830711796287263, -6.561140682418291, -1.3794649245721171, -10.825179443295648], 'output': 1.9933801739412947e-05, 'delta': -3.9734853096149287e-10}]
node #0: {'weights': [-6.465947212206038, -10.442548168233316, 1.7789033504945766, -5.485151759253646, 1.4904950733636344, -6.216787843038618, -5.4116943932233825, -3.8780821241002963, -8.022085670524676, 1.614064024362892], 'output': 0.7685779360956404, 'delta': 0.041162091880974326}
node #1: {'weights': [-5.152092242255405, -13.976920321299469, -13.606517631411913, 5.429896971952181, 3.6518910541329057, 0.6111563470361092, -11.1754522008518, 18.969909964996486, 10.52804836466123, -1.9819212646988267], 'output': 0.14003550065120957, 'delta': -0.01686385347497463}
node #2: {'weights': [-4.676019669252757, -2.369263595381569, -5.017067586615253, -11.923606789352979, -1.9149329151758951, 7.002447086990266, -4.427924080067227, -0.2785337040011901, -2.9568739859342, -2.4329647605601052], 'output': 0.0856952311657108, 'delta': -0.006714354919665055}
node #3: {'weights': [-4.539058317407469, 13.915109348770262, -15.033581985093077, 7.771131010724699, 15.852337723493928, 5.646746997482146, 8.418404344630387, -15.428772266587098, -1.4024896058980811, -19.924231305144055], 'output': 2.220094070060129e-09, 'delta': -4.92881766897371e-18}
node #4: {'weights': [16.89668485176919, 3.984813852359196, -16.140667690745797, 7.230895857670366, -4.473647647966708, -2.2070031138659263, -14.031020762659923, -3.205523671457764, -12.025810913925929, -12.831073498624962], 'output': 2.691269618275032e-06, 'delta': -7.242912665566973e-12}
node #5: {'weights': [6.379199577631991, 0.6984636747488409, 19.834011446548026, -8.944187358769142, -15.187316997506706, -7.424052525285374, 8.830711796287263, -6.561140682418291, -1.3794649245721171, -10.825179443295648], 'output': 1.9933801739412947e-05, 'delta': -3.9734853096149287e-10}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 10; n_epoch: 300, n_hidden: [5]
epoch: 0, lrate: 10.000, error: 226.05204501
epoch: 100, lrate: 10.000, error: 146.29801102
epoch: 200, lrate: 10.000, error: 149.10814364
epoch: 300, lrate: 10.000, error: 146.55105035
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [20.032220038512182, 5.893769721739445, -24.55776055024102, -30.965978221820535, 1.8275306410624852, 7.597567668535908, 22.037520792219915, 2.380824259332043, 0.8111249567839556, -8.857876181136882], 'output': 1.00149461247331e-12, 'delta': -4.5094206092282257e-13}, {'weights': [-6.725880839184359, 23.770816221932144, -1.2536716792762723, 9.03305589334325, 6.8316012943814775, -11.161275936914448, -7.602332865575805, 19.837288285820843, 0.9111840831722686, -7.268942073280552], 'output': 3.0580225927331667e-10, 'delta': -1.5056417129323553e-10}, {'weights': [15.936802908154611, -1.5068797091162534, -29.728896685093186, 10.58987724937352, 14.393619719810964, 3.2595162104404407, 19.123412007219216, 3.3938861244593164, -22.783936250642785, -11.97030700503007], 'output': 4.182551504945305e-09, 'delta': -7.725570807119982e-09}, {'weights': [1.6655409349580605, 11.697244574293807, 13.841691701749184, 13.620470630999757, -24.80756365358815, 1.2656463295623774, -3.019163030833608, 0.9233907353390641, 23.3701120548932, -1.0021283098395122], 'output': 8.869106613791557e-15, 'delta': -1.4403994997529954e-14}, {'weights': [9.75942791258855, -7.529656919258901, -6.883215461708124, -0.44972434614449275, -0.9628428740356358, 4.0734106404099935, 14.857181889336788, 3.2160804676590296, 4.8885162404881575, -6.855997198269267], 'output': 1.220188476301318e-12, 'delta': -1.5148635424021293e-12}]
node #0: {'weights': [20.032220038512182, 5.893769721739445, -24.55776055024102, -30.965978221820535, 1.8275306410624852, 7.597567668535908, 22.037520792219915, 2.380824259332043, 0.8111249567839556, -8.857876181136882], 'output': 1.00149461247331e-12, 'delta': -4.5094206092282257e-13}
node #1: {'weights': [-6.725880839184359, 23.770816221932144, -1.2536716792762723, 9.03305589334325, 6.8316012943814775, -11.161275936914448, -7.602332865575805, 19.837288285820843, 0.9111840831722686, -7.268942073280552], 'output': 3.0580225927331667e-10, 'delta': -1.5056417129323553e-10}
node #2: {'weights': [15.936802908154611, -1.5068797091162534, -29.728896685093186, 10.58987724937352, 14.393619719810964, 3.2595162104404407, 19.123412007219216, 3.3938861244593164, -22.783936250642785, -11.97030700503007], 'output': 4.182551504945305e-09, 'delta': -7.725570807119982e-09}
node #3: {'weights': [1.6655409349580605, 11.697244574293807, 13.841691701749184, 13.620470630999757, -24.80756365358815, 1.2656463295623774, -3.019163030833608, 0.9233907353390641, 23.3701120548932, -1.0021283098395122], 'output': 8.869106613791557e-15, 'delta': -1.4403994997529954e-14}
node #4: {'weights': [9.75942791258855, -7.529656919258901, -6.883215461708124, -0.44972434614449275, -0.9628428740356358, 4.0734106404099935, 14.857181889336788, 3.2160804676590296, 4.8885162404881575, -6.855997198269267], 'output': 1.220188476301318e-12, 'delta': -1.5148635424021293e-12}
output layer: [{'weights': [-1.6800162096305395, -7.047519640673887, -17.50311814361867, -11.317934331554092, -6.8888008401314895, 1.223642021501066], 'output': 0.48339398437626646, 'delta': 0.12900904475768735}, {'weights': [6.366770770884083, -10.399279288760912, -9.92197661185701, 4.236961730662148, 9.472213707001579, -1.6385000601380384], 'output': 0.22163944099637228, 'delta': -0.0382362166400009}, {'weights': [-1.2492631334867688, -2.901832727892536, -4.474689369724758, 0.4404853932171272, -1.3431996017800911, -2.409346758410129], 'output': 0.08796174525332755, 'delta': -0.007056684975997599}, {'weights': [-4.617659031773352, -12.14449346440674, 17.076305193971628, -5.974929979584883, -7.2194262609196045, -11.779501182509136], 'output': 7.659921868654302e-06, 'delta': -5.867395359254548e-11}, {'weights': [7.160940579189229, 5.381093553733446, -1.6950830324300687, -2.057461873565231, -3.4395001043331006, -8.323285931497105], 'output': 0.00024273794424653115, 'delta': -5.890740704237784e-08}, {'weights': [-7.800057494998727, 9.055188207495567, -0.07075854983663504, -8.309984108166034, 0.5641463746627156, -4.419356437538578], 'output': 0.01191519996034506, 'delta': -0.00014028036544425678}]
node #0: {'weights': [-1.6800162096305395, -7.047519640673887, -17.50311814361867, -11.317934331554092, -6.8888008401314895, 1.223642021501066], 'output': 0.48339398437626646, 'delta': 0.12900904475768735}
node #1: {'weights': [6.366770770884083, -10.399279288760912, -9.92197661185701, 4.236961730662148, 9.472213707001579, -1.6385000601380384], 'output': 0.22163944099637228, 'delta': -0.0382362166400009}
node #2: {'weights': [-1.2492631334867688, -2.901832727892536, -4.474689369724758, 0.4404853932171272, -1.3431996017800911, -2.409346758410129], 'output': 0.08796174525332755, 'delta': -0.007056684975997599}
node #3: {'weights': [-4.617659031773352, -12.14449346440674, 17.076305193971628, -5.974929979584883, -7.2194262609196045, -11.779501182509136], 'output': 7.659921868654302e-06, 'delta': -5.867395359254548e-11}
node #4: {'weights': [7.160940579189229, 5.381093553733446, -1.6950830324300687, -2.057461873565231, -3.4395001043331006, -8.323285931497105], 'output': 0.00024273794424653115, 'delta': -5.890740704237784e-08}
node #5: {'weights': [-7.800057494998727, 9.055188207495567, -0.07075854983663504, -8.309984108166034, 0.5641463746627156, -4.419356437538578], 'output': 0.01191519996034506, 'delta': -0.00014028036544425678}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 1.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 1.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 10; n_epoch: 300, n_hidden: [9]
epoch: 0, lrate: 10.000, error: 227.14231725
epoch: 100, lrate: 10.000, error: 109.99203293
epoch: 200, lrate: 10.000, error: 95.11490784
epoch: 300, lrate: 10.000, error: 102.54712690
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [-8.519005771620613, 36.6393890840829, -34.11430100094515, 16.143103335703326, 5.368751708035332, 3.4658992625444753, -5.0550539288054255, 15.571199005525475, -37.437637600164834, -7.886286289353231], 'output': 0.0010528846226976263, 'delta': -0.0010030824695591934}, {'weights': [8.515860221649888, -0.9279859476907899, -6.354489992127739, 2.7943595984721767, -8.336593401079805, 3.2977401726727935, 10.910158816219932, 4.207656714247194, 1.4216983352727397, -3.228027445207269], 'output': 2.7285357698616865e-10, 'delta': -1.516001884203254e-10}, {'weights': [17.940815493687985, -25.950266885485647, -17.457530398567894, 2.7067173064120698, 1.9342653644347716, 16.701441536530755, 27.762836902655916, -18.28290732998743, -9.249875338021305, -6.581155024437427], 'output': 4.484090966403086e-05, 'delta': -4.606660438310452e-05}, {'weights': [-62.61281581752548, -18.618972544680332, -5.538707466991897, 90.94029367932629, -40.39048564831135, 15.742709849514318, -47.38998243973736, 13.50920828822108, 18.442280262739644, 13.632776620840437], 'output': 8.643897203806589e-15, 'delta': -4.1904242158459034e-15}, {'weights': [12.48804731432904, -0.6486756547123521, -4.849556255594513, 14.327503075929235, -25.977444162550903, 0.657761991587849, 5.587606238727245, 13.01123827579773, 6.712058105502473, 3.653684921221948], 'output': 4.635966583416945e-15, 'delta': -3.495573533501609e-15}, {'weights': [-1.2431310242556175, 2.7814513132215817, 0.6260239988267832, 8.220281494365153, -4.200686595565192, 5.245981896821021, -1.8167501620039452, 1.9127997382871864, 4.582041202025167, -1.8699351984417856], 'output': 1.246142613517213e-07, 'delta': -8.709105804417835e-09}, {'weights': [17.907684181537462, 7.398523777805797, -9.68386592498211, -17.51604526313103, -0.9220941029731131, 11.358225610487093, 16.855957879651466, 11.672614070014157, 7.874739770201142, -16.77759723528175], 'output': 1.7046132045859475e-24, 'delta': -1.2226058265703947e-24}, {'weights': [1.6629474201370515, 11.366203950268332, 13.518647124339985, 6.409860716297545, -18.048222674112733, 5.906930000155396, -4.028565117062034, 1.544283177296203, 16.842006351770635, -3.013563884193363], 'output': 5.386020449510904e-13, 'delta': -4.675535625984601e-13}, {'weights': [6.119510069803069, 5.833481210966609, -9.106325535042307, -24.840551372391367, 17.02117028787936, 10.795782514090515, 5.356970637499819, 2.477339073024696, 2.5764346824821622, -9.648764641142124], 'output': 5.188190164514169e-09, 'delta': -1.94021460022717e-09}]
node #0: {'weights': [-8.519005771620613, 36.6393890840829, -34.11430100094515, 16.143103335703326, 5.368751708035332, 3.4658992625444753, -5.0550539288054255, 15.571199005525475, -37.437637600164834, -7.886286289353231], 'output': 0.0010528846226976263, 'delta': -0.0010030824695591934}
node #1: {'weights': [8.515860221649888, -0.9279859476907899, -6.354489992127739, 2.7943595984721767, -8.336593401079805, 3.2977401726727935, 10.910158816219932, 4.207656714247194, 1.4216983352727397, -3.228027445207269], 'output': 2.7285357698616865e-10, 'delta': -1.516001884203254e-10}
