options: {'rename_cols': {1: 'vendor', 2: 'model', 3: 'MYCT', 4: 'MMIN', 5: 'MMAX', 6: 'CACH', 7: 'CHMIN', 8: 'CHMAX', 9: 'PRP'}, 'result_col': 10, 'drop_columns': ['model', 'PRP']}
        vendor  MYCT   MMIN   MMAX  CACH  CHMIN  CHMAX  result
better split found on 1 at 30 with mse=16039.461667761998
better split found on 1 at 35 with mse=15813.589037673142
better split found on 1 at 38 with mse=15407.955374426898
better split found on 1 at 40 with mse=15146.356895883277
better split found on 2 at 4000 with mse=13903.568222432463
better split found on 2 at 5000 with mse=13575.806315290885
better split found on 2 at 5240 with mse=12932.964098866378
better split found on 3 at 16000 with mse=11440.004677809316
better split found on 3 at 20970 with mse=10714.510889810683
better split found on 3 at 24000 with mse=10589.068784416466
better split found on 0 at amdahl with mse=1738.1255813953494
better split found on 0 at gould with mse=1699.488067837674
better split found on 0 at nas with mse=1686.4286642650286
better split found on 0 at ncr with mse=1654.8568589743586
better split found on 1 at 38 with mse=1342.9522435897434
better split found on 1 at 48 with mse=1266.2775812422874
better split found on 1 at 60 with mse=1212.0430249955994
better split found on 1 at 64 with mse=1154.4252465483235
better split found on 1 at 70 with mse=1153.5628846153845
better split found on 1 at 72 with mse=1107.4381727343637
better split found on 1 at 75 with mse=964.1409977703456
better split found on 2 at 3100 with mse=940.6555575713595
better split found on 3 at 8000 with mse=794.4938887366404
better split found on 3 at 12000 with mse=729.7052366138762
better split found on 0 at basf with mse=326.03114035087714
better split found on 0 at burroughs with mse=324.42980769230763
better split found on 0 at cdc with mse=318.9677309782608
better split found on 1 at 25 with mse=288.1978046594982
better split found on 1 at 38 with mse=266.7381114130435
better split found on 1 at 75 with mse=259.15920513775126
better split found on 1 at 110 with mse=247.19984217171714
better split found on 2 at 1000 with mse=208.81448412698415
better split found on 4 at 8 with mse=202.88777341079975
better split found on 4 at 9 with mse=200.38430377492878
better split found on 4 at 16 with mse=176.7514037433155
better split found on 4 at 24 with mse=171.63452034883719
better split found on 0 at bti with mse=128.8407660738714
better split found on 0 at siemens with mse=128.44599483204138
better split found on 1 at 25 with mse=109.98048172757473
better split found on 1 at 70 with mse=109.97468639887245
better split found on 1 at 75 with mse=104.14744395558347
better split found on 2 at 1000 with mse=87.71417854463616
better split found on 3 at 3000 with mse=85.14349894291755
better split found on 3 at 4000 with mse=60.73
better split found on 3 at 4500 with mse=58.29363559377238
better split found on 3 at 5000 with mse=48.675959899065674
better split found on 3 at 6000 with mse=45.544372910553435
better split found on 0 at bti with mse=25.08854471069549
better split found on 0 at honeywell with mse=25.017801940091662
better split found on 1 at 110 with mse=24.81346302003082
better split found on 1 at 115 with mse=24.305515200430463
better split found on 1 at 140 with mse=23.040499553969667
better split found on 1 at 150 with mse=22.116936659309538
better split found on 1 at 160 with mse=21.7317191283293
better split found on 1 at 225 with mse=20.57246348512068
better split found on 1 at 320 with mse=20.285741189131024
better split found on 1 at 330 with mse=19.98650870132079
better split found on 2 at 1000 with mse=18.68336215842269
better split found on 3 at 1000 with mse=18.359795613160514
better split found on 3 at 1500 with mse=17.136760828625235
better split found on 3 at 2000 with mse=9.62496740547588
better split found on 3 at 3000 with mse=9.623391496272852
better split found on 0 at bti with mse=3.718614718614718
better split found on 1 at 300 with mse=3.5537190082644625
better split found on 1 at 320 with mse=3.2954545454545454
better split found on 3 at 1000 with mse=2.5852272727272725
better split found on 3 at 1500 with mse=2.1452991452991457
better split found on 0 at bti with mse=0.38888888888888884
better split found on 2 at 64 with mse=0.38888888888888884
better split found on 3 at 64 with mse=0.38888888888888884
better split found on 0 at dec with mse=0.4285714285714286
better split found on 0 at four-phase with mse=0.3571428571428571
better split found on 0 at ibm with mse=0.23333333333333334
better split found on 1 at 240 with mse=0.1
better split found on 0 at dec with mse=0.15000000000000002
better split found on 0 at harris with mse=0.15000000000000002
better split found on 0 at ibm with mse=0.13333333333333333
better split found on 1 at 810 with mse=0.13333333333333333
better split found on 3 at 768 with mse=0.13333333333333333
better split found on 4 at 0 with mse=0.13333333333333333
better split found on 6 at 1 with mse=0.13333333333333333
better split found on 0 at harris with mse=0.16666666666666666
better split found on 0 at ibm with mse=0.16666666666666666
better split found on 1 at 300 with mse=0.16666666666666666
better split found on 2 at 192 with mse=0.16666666666666666
better split found on 2 at 512 with mse=0.16666666666666666
better split found on 3 at 768 with mse=0.16666666666666666
better split found on 4 at 0 with mse=0.16666666666666666
better split found on 5 at 1 with mse=0.16666666666666666
better split found on 6 at 2 with mse=0.16666666666666666
data [['ibm' 900 1000 1000 0 1 2 18]
 ['ibm' 900 512 1000 0 1 2 17]] 
has less than 2 samples, prune subtree
better split found on 0 at burroughs with mse=2.5897435897435903
better split found on 0 at cdc with mse=2.3782051282051273
better split found on 0 at dg with mse=2.2243589743589736
better split found on 0 at harris with mse=1.2447552447552446
better split found on 3 at 2000 with mse=1.2447552447552446
better split found on 5 at 5 with mse=1.2447552447552446
better split found on 6 at 16 with mse=1.2447552447552446
better split found on 0 at burroughs with mse=1.127272727272727
better split found on 0 at cdc with mse=0.7727272727272727
better split found on 1 at 50 with mse=0.7727272727272727
better split found on 1 at 240 with mse=0.6545454545454545
better split found on 1 at 320 with mse=0.5727272727272726
better split found on 6 at 1 with mse=0.5727272727272726
better split found on 0 at dg with mse=0.0
better split found on 0 at ibm with mse=0.0
better split found on 2 at 256 with mse=0.0
better split found on 0 at burroughs with mse=0.8666666666666669
better split found on 0 at c.r.d with mse=0.8666666666666667
better split found on 0 at cdc with mse=0.4666666666666666
better split found on 0 at hp with mse=0.4666666666666666
better split found on 1 at 50 with mse=0.4666666666666666
better split found on 2 at 256 with mse=0.4666666666666666
better split found on 4 at 4 with mse=0.41666666666666663
better split found on 0 at burroughs with mse=0.16666666666666669
better split found on 0 at hp with mse=0.16666666666666669
better split found on 2 at 256 with mse=0.16666666666666669
better split found on 5 at 3 with mse=0.16666666666666669
better split found on 6 at 10 with mse=0.16666666666666669
better split found on 0 at c.r.d with mse=0.16666666666666666
better split found on 0 at hp with mse=0.0
better split found on 2 at 256 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 6 with mse=0.0
data [['cdc' 50 500 2000 8 1 4 23]
 ['siemens' 240 512 2000 8 1 5 22]] 
has less than 2 samples, prune subtree
data [['harris' 300 768 3000 0 6 24 23]
 ['harris' 300 768 3000 6 6 24 25]] 
has less than 2 samples, prune subtree
better split found on 0 at burroughs with mse=12.456456456456456
better split found on 0 at c.r.d with mse=12.403562653562659
better split found on 0 at cambex with mse=12.39864864864865
better split found on 0 at dg with mse=12.39864864864865
better split found on 0 at honeywell with mse=12.316768381284517
better split found on 0 at hp with mse=12.226640926640922
better split found on 0 at ibm with mse=12.183783783783785
better split found on 0 at microdata with mse=11.891891891891891
better split found on 0 at perkin-elmer with mse=11.32818532818533
better split found on 0 at siemens with mse=8.096096096096097
better split found on 1 at 150 with mse=8.018983268983268
better split found on 4 at 4 with mse=6.72747747747748
better split found on 0 at burroughs with mse=4.838333333333334
better split found on 0 at ipl with mse=4.613333333333332
better split found on 0 at microdata with mse=3.4383333333333344
better split found on 1 at 150 with mse=2.76235294117647
better split found on 0 at burroughs with mse=3.5
better split found on 0 at honeywell with mse=3.416666666666667
better split found on 0 at hp with mse=3.3571428571428577
better split found on 0 at ipl with mse=3.3571428571428568
better split found on 0 at microdata with mse=1.2142857142857144
better split found on 1 at 143 with mse=1.2142857142857144
better split found on 5 at 7 with mse=1.2142857142857144
better split found on 6 at 32 with mse=1.2142857142857144
better split found on 0 at burroughs with mse=1.3333333333333333
better split found on 0 at ipl with mse=0.9761904761904763
better split found on 0 at ncr with mse=0.40476190476190466
better split found on 0 at burroughs with mse=0.46666666666666673
better split found on 0 at honeywell with mse=0.41666666666666663
better split found on 0 at hp with mse=0.33333333333333337
better split found on 0 at ipl with mse=0.2
better split found on 1 at 50 with mse=0.2
better split found on 0 at burroughs with mse=0.2
better split found on 0 at hp with mse=0.15000000000000002
better split found on 1 at 105 with mse=0.15000000000000002
better split found on 5 at 3 with mse=0.13333333333333333
better split found on 0 at honeywell with mse=0.16666666666666666
better split found on 0 at hp with mse=0.16666666666666666
better split found on 0 at nas with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 5 with mse=0.0
better split found on 0 at c.r.d with mse=1.2024886877828056
better split found on 1 at 250 with mse=0.9934640522875817
better split found on 3 at 4000 with mse=0.44206773618538325
better split found on 0 at honeywell with mse=0.5545454545454546
better split found on 0 at ibm with mse=0.20202020202020204
better split found on 2 at 512 with mse=0.18484848484848482
better split found on 0 at perkin-elmer with mse=0.125
better split found on 0 at prime with mse=0.0
better split found on 1 at 160 with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 0 at honeywell with mse=0.2
better split found on 0 at ibm with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 0 at c.r.d with mse=0.20833333333333331
better split found on 0 at dec with mse=0.2
better split found on 0 at harris with mse=0.13333333333333333
better split found on 1 at 300 with mse=0.13333333333333333
better split found on 3 at 4500 with mse=0.13333333333333333
better split found on 6 at 12 with mse=0.13333333333333333
better split found on 0 at c.r.d with mse=0.15000000000000002
better split found on 0 at dec with mse=0.15000000000000002
better split found on 1 at 320 with mse=0.15000000000000002
better split found on 2 at 128 with mse=0.15000000000000002
better split found on 2 at 256 with mse=0.13333333333333333
better split found on 3 at 5000 with mse=0.13333333333333333
